Customer_ID,Customer_Name,City,Age_Group,Gender,Recency_Days,Frequency,Monetary,Avg_Order_Value,R_Score,F_Score,M_Score,RFM_Total,Customer_Segment
CUST1106,Customer_135,Patna,26-35,Male,298,1,51838.36,51838.36,1,3,2,6,At Risk
CUST7465,Customer_345,Bengaluru,56-65,Female,301,1,234167.84,234167.84,1,1,4,6,Potential Loyalist
CUST8314,Customer_440,Gaya,26-35,Female,301,1,73387.62,73387.62,1,3,2,6,At Risk
CUST8211,Customer_62,Gaya,18-25,Female,303,1,411726.33,411726.33,1,1,4,6,Potential Loyalist
CUST1252,Customer_81,Pune,18-25,Male,306,1,112029.57,112029.57,1,3,2,6,At Risk
CUST2777,Customer_417,Gaya,46-55,Male,308,1,174736.89,174736.89,1,2,3,6,Potential Loyalist
CUST7522,Customer_322,Kolkata,46-55,Female,309,1,2070.65,2070.65,1,4,1,6,At Risk
CUST2448,Customer_444,Kolkata,56-65,Female,310,1,148803.66,148803.66,1,2,3,6,Potential Loyalist
CUST6564,Customer_216,Patna,56-65,Female,310,1,142635.56,142635.56,1,2,3,6,Potential Loyalist
CUST6932,Customer_304,Kolkata,26-35,Male,311,1,21090.24,21090.24,1,4,1,6,At Risk
CUST1004,Customer_191,Bengaluru,56-65,Female,312,1,8321.54,8321.54,1,4,1,6,At Risk
CUST7117,Customer_6,Gaya,46-55,Female,314,1,39406.86,39406.86,1,4,1,6,At Risk
CUST6314,Customer_66,Gaya,18-25,Female,316,1,155811.12,155811.12,1,2,3,6,Potential Loyalist
CUST8650,Customer_384,Gaya,18-25,Male,316,1,78828.6,78828.6,1,3,2,6,At Risk
CUST3723,Customer_208,Kolkata,46-55,Male,320,1,16453.6,16453.6,1,4,1,6,At Risk
CUST9754,Customer_304,Delhi,18-25,Male,322,1,203569.62,203569.62,1,2,3,6,Potential Loyalist
CUST6714,Customer_31,Unknown,36-45,Female,323,1,439469.6,439469.6,1,1,4,6,Potential Loyalist
CUST2832,Customer_204,Pune,18-25,Male,323,1,162512.76,162512.76,1,2,3,6,Potential Loyalist
CUST1614,Customer_267,Bengaluru,46-55,Female,323,1,74620.36,74620.36,1,3,2,6,At Risk
CUST8849,Customer_380,Patna,18-25,Female,325,1,181093.04,181093.04,1,2,3,6,Potential Loyalist
CUST2863,Customer_375,Patna,26-35,Female,326,1,132772.22,132772.22,1,2,3,6,Potential Loyalist
CUST9319,Customer_434,Pune,46-55,Female,328,1,36805.55,36805.55,1,4,1,6,At Risk
CUST3417,Customer_102,Patna,36-45,Male,328,1,252084.4,252084.4,1,1,4,6,Potential Loyalist
CUST3688,Customer_205,Bengaluru,36-45,Female,331,1,213936.9,213936.9,1,2,3,6,Potential Loyalist
CUST5945,Customer_49,Kolkata,36-45,Female,332,1,200976.86,200976.86,1,2,3,6,Potential Loyalist
CUST2551,Customer_343,Patna,18-25,Male,337,1,61673.9,61673.9,1,3,2,6,At Risk
CUST4009,Customer_273,Hyderabad,18-25,Male,341,1,43713.28,43713.28,1,4,1,6,At Risk
CUST5766,Customer_85,Gaya,26-35,Male,345,1,226028.39,226028.39,1,1,4,6,Potential Loyalist
CUST4977,Customer_359,Mumbai,26-35,Male,348,1,200969.45,200969.45,1,2,3,6,Potential Loyalist
CUST6319,Customer_393,Bengaluru,26-35,Female,349,1,46629.03,46629.03,1,4,1,6,At Risk
CUST7236,Customer_366,Gaya,36-45,Male,349,1,130323.36,130323.36,1,2,3,6,Potential Loyalist
CUST7031,Customer_224,Gaya,36-45,Female,350,1,195199.8,195199.8,1,2,3,6,Potential Loyalist
CUST3277,Customer_148,Gaya,46-55,Female,351,1,190335.12,190335.12,1,2,3,6,Potential Loyalist
CUST6288,Customer_407,Kolkata,46-55,Male,351,1,17212.99,17212.99,1,4,1,6,At Risk
CUST3662,Customer_223,Hyderabad,26-35,Female,352,1,14919.85,14919.85,1,4,1,6,At Risk
CUST2411,Customer_292,Mumbai,46-55,Female,352,1,184045.4,184045.4,1,2,3,6,Potential Loyalist
CUST6995,Customer_374,Hyderabad,26-35,Male,353,1,325425.87,325425.87,1,1,4,6,Potential Loyalist
CUST6627,Customer_353,Patna,56-65,Male,353,1,248966.58,248966.58,1,1,4,6,Potential Loyalist
CUST5154,Customer_453,Mumbai,18-25,Male,354,1,76131.68,76131.68,1,3,2,6,At Risk
CUST8105,Customer_385,Delhi,46-55,Male,356,1,107665.89,107665.89,1,3,2,6,At Risk
CUST9840,Customer_347,Bengaluru,36-45,Female,357,1,163236.96,163236.96,1,2,3,6,Potential Loyalist
CUST5791,Customer_113,Patna,56-65,Male,358,1,78010.54,78010.54,1,3,2,6,At Risk
CUST9628,Customer_422,Bengaluru,26-35,Male,359,1,72852.1,72852.1,1,3,2,6,At Risk
CUST6719,Customer_394,Patna,26-35,Female,363,1,45270.45,45270.45,1,4,1,6,At Risk
CUST9339,Customer_127,Patna,46-55,Male,363,1,245737.05,245737.05,1,1,4,6,Potential Loyalist
CUST2343,Customer_39,Patna,26-35,Male,1,1,98080.92,98080.92,4,1,2,7,New / Recent
CUST7621,Customer_375,Gaya,56-65,Female,3,1,44751.42,44751.42,4,2,1,7,New / Recent
CUST7491,Customer_139,Bengaluru,46-55,Female,4,1,107697.64,107697.64,4,1,2,7,New / Recent
CUST1987,Customer_35,Kolkata,18-25,Male,4,1,58568.76,58568.76,4,1,2,7,New / Recent
CUST3260,Customer_237,Mumbai,46-55,Male,5,1,110900.34,110900.34,4,1,2,7,New / Recent
CUST1956,Customer_317,Bengaluru,18-25,Female,6,1,110614.05,110614.05,4,1,2,7,New / Recent
CUST1835,Customer_81,Gaya,56-65,Female,8,1,64865.3,64865.3,4,1,2,7,New / Recent
CUST5206,Customer_327,Patna,46-55,Female,11,1,65107.76,65107.76,4,1,2,7,New / Recent
CUST9104,Customer_443,Bengaluru,36-45,Male,14,1,91718.44,91718.44,4,1,2,7,New / Recent
CUST9414,Customer_359,Hyderabad,56-65,Female,16,1,77138.4,77138.4,4,1,2,7,New / Recent
CUST6678,Customer_241,Kolkata,36-45,Male,16,1,28362.94,28362.94,4,2,1,7,New / Recent
CUST6728,Customer_413,Bengaluru,56-65,Male,18,1,34757.71,34757.71,4,2,1,7,New / Recent
CUST6394,Customer_338,Bengaluru,56-65,Female,19,1,57013.62,57013.62,4,1,2,7,New / Recent
CUST6997,Customer_244,Gaya,26-35,Male,27,1,27593.6,27593.6,4,2,1,7,New / Recent
CUST3264,Customer_227,Gaya,46-55,Female,30,1,42437.1,42437.1,4,2,1,7,New / Recent
CUST1436,Customer_144,Delhi,56-65,Female,36,1,19590.5,19590.5,4,2,1,7,New / Recent
CUST8128,Customer_101,Kolkata,46-55,Male,40,1,17070.85,17070.85,4,2,1,7,New / Recent
CUST1159,Customer_492,Pune,26-35,Male,41,1,82567.7,82567.7,4,1,2,7,New / Recent
CUST8502,Customer_220,Unknown,46-55,Male,43,1,14756.18,14756.18,4,2,1,7,New / Recent
CUST9042,Customer_354,Hyderabad,26-35,Female,54,1,64916.12,64916.12,4,1,2,7,New / Recent
CUST6727,Customer_452,Mumbai,26-35,Female,54,1,111865.08,111865.08,4,1,2,7,New / Recent
CUST5432,Customer_163,Patna,56-65,Male,55,1,15571.2,15571.2,4,2,1,7,New / Recent
CUST1334,Customer_364,Kolkata,26-35,Male,56,1,34200.58,34200.58,4,2,1,7,New / Recent
CUST1611,Customer_451,Patna,46-55,Male,58,1,46050,46050,4,2,1,7,New / Recent
CUST7462,Customer_379,Patna,36-45,Male,61,1,2768.1,2768.1,4,2,1,7,New / Recent
CUST7413,Customer_4,Kolkata,46-55,Male,69,1,82021.25,82021.25,4,1,2,7,New / Recent
CUST7249,Customer_144,Kolkata,26-35,Male,74,1,19176.32,19176.32,4,2,1,7,New / Recent
CUST6752,Customer_52,Kolkata,56-65,Male,78,1,59121.8,59121.8,4,1,2,7,New / Recent
CUST8268,Customer_18,Kolkata,46-55,Female,83,1,115132.52,115132.52,3,1,3,7,Potential Loyalist
CUST4742,Customer_177,Kolkata,18-25,Male,88,1,74556.42,74556.42,3,2,2,7,Potential Loyalist
CUST2956,Customer_177,Patna,36-45,Male,90,1,132611.45,132611.45,3,1,3,7,Potential Loyalist
CUST6655,Customer_192,Pune,26-35,Female,91,1,3156.7,3156.7,3,3,1,7,Loyal Customers
CUST3341,Customer_263,Gaya,46-55,Male,94,1,186519.72,186519.72,3,1,3,7,Potential Loyalist
CUST9544,Customer_140,Hyderabad,56-65,Female,94,1,116744.31,116744.31,3,1,3,7,Potential Loyalist
CUST3850,Customer_163,Kolkata,26-35,Female,95,1,122047.5,122047.5,3,1,3,7,Potential Loyalist
CUST8399,Customer_160,Mumbai,36-45,Male,100,1,97826.15,97826.15,3,2,2,7,Potential Loyalist
CUST5419,Customer_263,Patna,56-65,Female,104,1,7179.39,7179.39,3,3,1,7,Loyal Customers
CUST3835,Customer_256,Delhi,36-45,Male,104,1,144095.7,144095.7,3,1,3,7,Potential Loyalist
CUST1932,Customer_369,Delhi,26-35,Male,104,1,7741.12,7741.12,3,3,1,7,Loyal Customers
CUST4973,Customer_443,Kolkata,18-25,Male,106,1,42500.65,42500.65,3,3,1,7,Loyal Customers
CUST6589,Customer_367,Kolkata,26-35,Male,106,1,70470.99,70470.99,3,2,2,7,Potential Loyalist
CUST8300,Customer_242,Hyderabad,36-45,Female,107,1,14491.62,14491.62,3,3,1,7,Loyal Customers
CUST6340,Customer_125,Gaya,36-45,Female,109,1,21368.29,21368.29,3,3,1,7,Loyal Customers
CUST1636,Customer_243,Patna,56-65,Female,110,1,52698.94,52698.94,3,2,2,7,Potential Loyalist
CUST3393,Customer_175,Hyderabad,18-25,Female,115,1,108717.45,108717.45,3,2,2,7,Potential Loyalist
CUST1743,Customer_222,Hyderabad,56-65,Male,116,1,161107.04,161107.04,3,1,3,7,Potential Loyalist
CUST7574,Customer_66,Delhi,36-45,Female,116,1,38214.2,38214.2,3,3,1,7,Loyal Customers
CUST7618,Customer_154,Gaya,18-25,Male,121,1,92273.25,92273.25,3,2,2,7,Potential Loyalist
CUST9962,Customer_161,Mumbai,36-45,Male,121,1,181783.2,181783.2,3,1,3,7,Potential Loyalist
CUST5726,Customer_192,Pune,18-25,Male,122,1,79157.2,79157.2,3,2,2,7,Potential Loyalist
CUST4750,Customer_78,Delhi,36-45,Female,122,1,95299.22,95299.22,3,2,2,7,Potential Loyalist
CUST7152,Customer_423,Patna,18-25,Female,124,1,106181.76,106181.76,3,2,2,7,Potential Loyalist
CUST6180,Customer_73,Patna,56-65,Male,125,1,157078.86,157078.86,3,1,3,7,Potential Loyalist
CUST6887,Customer_423,Delhi,18-25,Male,125,1,15733.65,15733.65,3,3,1,7,Loyal Customers
CUST7405,Customer_15,Mumbai,56-65,Male,126,1,159668.96,159668.96,3,1,3,7,Potential Loyalist
CUST9097,Customer_384,Hyderabad,26-35,Male,127,1,64336.72,64336.72,3,2,2,7,Potential Loyalist
CUST1088,Customer_1,Patna,36-45,Male,128,1,203819.75,203819.75,3,1,3,7,Potential Loyalist
CUST4229,Customer_234,Hyderabad,46-55,Male,131,1,136626.6,136626.6,3,1,3,7,Potential Loyalist
CUST8691,Customer_252,Patna,26-35,Male,131,1,82110.87,82110.87,3,2,2,7,Potential Loyalist
CUST1940,Customer_40,Gaya,46-55,Male,133,1,163606.7,163606.7,3,1,3,7,Potential Loyalist
CUST6436,Customer_288,Bengaluru,46-55,Male,134,1,4418.86,4418.86,3,3,1,7,Loyal Customers
CUST9017,Customer_51,Delhi,26-35,Female,140,1,109163.28,109163.28,3,2,2,7,Potential Loyalist
CUST2650,Customer_276,Kolkata,56-65,Female,140,1,162226.4,162226.4,3,1,3,7,Potential Loyalist
CUST9927,Customer_357,Bengaluru,36-45,Female,144,1,35804.49,35804.49,3,3,1,7,Loyal Customers
CUST9125,Customer_19,Mumbai,18-25,Female,145,1,47927.36,47927.36,3,2,2,7,Potential Loyalist
CUST4099,Customer_377,Delhi,46-55,Female,151,1,208572.3,208572.3,3,1,3,7,Potential Loyalist
CUST1662,Customer_365,Pune,26-35,Female,154,1,96526.71,96526.71,3,2,2,7,Potential Loyalist
CUST2827,Customer_287,Hyderabad,26-35,Male,154,1,84805.75,84805.75,3,2,2,7,Potential Loyalist
CUST3459,Customer_320,Pune,18-25,Male,154,1,88586.31,88586.31,3,2,2,7,Potential Loyalist
CUST5295,Customer_223,Kolkata,56-65,Female,156,1,120358.95,120358.95,3,1,3,7,Potential Loyalist
CUST2680,Customer_90,Patna,56-65,Female,156,1,124790.55,124790.55,3,1,3,7,Potential Loyalist
CUST4598,Customer_96,Patna,26-35,Female,168,1,66336,66336,3,2,2,7,Potential Loyalist
CUST8700,Customer_233,Mumbai,26-35,Female,170,1,125182.65,125182.65,3,1,3,7,Potential Loyalist
CUST7654,Customer_172,Delhi,36-45,Male,170,1,67132.4,67132.4,3,2,2,7,Potential Loyalist
CUST1681,Customer_160,Delhi,56-65,Male,170,1,140328.85,140328.85,3,1,3,7,Potential Loyalist
CUST3298,Customer_155,Kolkata,56-65,Female,173,1,72667,72667,3,2,2,7,Potential Loyalist
CUST9718,Customer_11,Unknown,56-65,Female,173,1,91726.26,91726.26,3,2,2,7,Potential Loyalist
CUST3321,Customer_151,Bengaluru,18-25,Female,174,1,62003.61,62003.61,3,2,2,7,Potential Loyalist
CUST6631,Customer_141,Kolkata,56-65,Male,175,1,28924.68,28924.68,3,3,1,7,Loyal Customers
CUST6116,Customer_343,Gaya,26-35,Female,177,1,86309,86309,3,2,2,7,Potential Loyalist
CUST7016,Customer_88,Pune,26-35,Female,179,1,184654.44,184654.44,3,1,3,7,Potential Loyalist
CUST9745,Customer_48,Mumbai,26-35,Male,180,1,29263.26,29263.26,2,4,1,7,At Risk
CUST8294,Customer_103,Hyderabad,26-35,Female,182,1,199506.68,199506.68,2,2,3,7,Potential Loyalist
CUST7093,Customer_174,Mumbai,18-25,Male,182,1,237005.1,237005.1,2,1,4,7,Potential Loyalist
CUST5151,Customer_409,Bengaluru,46-55,Female,182,1,86394.66,86394.66,2,3,2,7,At Risk
CUST5718,Customer_251,Kolkata,56-65,Female,185,1,80473.4,80473.4,2,3,2,7,At Risk
CUST1269,Customer_423,Gaya,18-25,Female,186,1,80421.12,80421.12,2,3,2,7,At Risk
CUST2394,Customer_293,Patna,26-35,Male,186,1,299334.78,299334.78,2,1,4,7,Potential Loyalist
CUST5932,Customer_183,Gaya,56-65,Female,186,1,74970.27,74970.27,2,3,2,7,At Risk
CUST9489,Customer_385,Delhi,56-65,Male,189,1,29313.46,29313.46,2,4,1,7,At Risk
CUST2835,Customer_468,Kolkata,36-45,Male,190,1,65413.26,65413.26,2,3,2,7,At Risk
CUST6815,Customer_295,Patna,36-45,Female,192,1,16650.75,16650.75,2,4,1,7,At Risk
CUST6585,Customer_214,Hyderabad,18-25,Male,194,1,103625.84,103625.84,2,3,2,7,At Risk
CUST4269,Customer_268,Gaya,56-65,Female,195,1,187463.04,187463.04,2,2,3,7,Potential Loyalist
CUST9514,Customer_180,Patna,26-35,Female,196,1,46255.26,46255.26,2,4,1,7,At Risk
CUST1094,Customer_91,Patna,26-35,Female,196,1,211945.9,211945.9,2,2,3,7,Potential Loyalist
CUST4958,Customer_160,Gaya,36-45,Male,197,1,25717.95,25717.95,2,4,1,7,At Risk
CUST9181,Customer_122,Patna,18-25,Female,198,1,2892.4,2892.4,2,4,1,7,At Risk
CUST4979,Customer_273,Mumbai,36-45,Male,200,1,51456.6,51456.6,2,3,2,7,At Risk
CUST9351,Customer_352,Pune,36-45,Male,204,1,398903.76,398903.76,2,1,4,7,Potential Loyalist
CUST1124,Customer_360,Patna,18-25,Female,208,1,362370.56,362370.56,2,1,4,7,Potential Loyalist
CUST9203,Customer_70,Delhi,26-35,Male,208,1,27936.6,27936.6,2,4,1,7,At Risk
CUST7042,Customer_137,Kolkata,56-65,Male,208,1,70227.96,70227.96,2,3,2,7,At Risk
CUST1991,Customer_359,Kolkata,36-45,Female,212,1,126402.03,126402.03,2,2,3,7,Potential Loyalist
CUST1779,Customer_378,Delhi,56-65,Female,213,1,166613.7,166613.7,2,2,3,7,Potential Loyalist
CUST9297,Customer_488,Kolkata,26-35,Female,213,1,203724.09,203724.09,2,2,3,7,Potential Loyalist
CUST5178,Customer_170,Mumbai,18-25,Male,215,1,109792.04,109792.04,2,3,2,7,At Risk
CUST9953,Customer_484,Hyderabad,46-55,Female,216,1,221829.7,221829.7,2,1,4,7,Potential Loyalist
CUST2190,Customer_318,Hyderabad,36-45,Male,216,1,75639.4,75639.4,2,3,2,7,At Risk
CUST4559,Customer_466,Bengaluru,56-65,Female,217,1,52501.23,52501.23,2,3,2,7,At Risk
CUST3418,Customer_499,Gaya,26-35,Female,219,1,1229.02,1229.02,2,4,1,7,At Risk
CUST8455,Customer_468,Bengaluru,36-45,Female,221,1,95992.04,95992.04,2,3,2,7,At Risk
CUST7228,Customer_200,Bengaluru,18-25,Female,223,1,117472.56,117472.56,2,2,3,7,Potential Loyalist
CUST9674,Customer_232,Mumbai,36-45,Female,227,1,106274.97,106274.97,2,3,2,7,At Risk
CUST5851,Customer_418,Patna,46-55,Male,233,1,83088.9,83088.9,2,3,2,7,At Risk
CUST3497,Customer_408,Patna,56-65,Male,236,1,119906.32,119906.32,2,2,3,7,Potential Loyalist
CUST3297,Customer_465,Gaya,46-55,Male,237,1,40350.67,40350.67,2,4,1,7,At Risk
CUST9952,Customer_453,Bengaluru,26-35,Female,238,1,198199.5,198199.5,2,2,3,7,Potential Loyalist
CUST7283,Customer_262,Mumbai,26-35,Male,238,1,98418.06,98418.06,2,3,2,7,At Risk
CUST7844,Customer_469,Patna,46-55,Male,243,1,134060.64,134060.64,2,2,3,7,Potential Loyalist
CUST3580,Customer_60,Gaya,56-65,Female,246,1,89124.8,89124.8,2,3,2,7,At Risk
CUST4457,Customer_212,Hyderabad,26-35,Female,247,1,110260.04,110260.04,2,3,2,7,At Risk
CUST1032,Customer_20,Pune,18-25,Female,249,1,146990.9,146990.9,2,2,3,7,Potential Loyalist
CUST7309,Customer_266,Delhi,46-55,Female,251,1,256457.76,256457.76,2,1,4,7,Potential Loyalist
CUST8229,Customer_161,Pune,26-35,Male,256,1,129289.55,129289.55,2,2,3,7,Potential Loyalist
CUST9282,Customer_322,Mumbai,56-65,Female,256,1,70625.7,70625.7,2,3,2,7,At Risk
CUST5102,Customer_416,Hyderabad,36-45,Female,257,1,78808.86,78808.86,2,3,2,7,At Risk
CUST8525,Customer_126,Gaya,36-45,Female,257,1,85329,85329,2,3,2,7,At Risk
CUST7176,Customer_434,Bengaluru,26-35,Male,259,1,54990.9,54990.9,2,3,2,7,At Risk
CUST4337,Customer_269,Kolkata,46-55,Female,261,1,55976.48,55976.48,2,3,2,7,At Risk
CUST6969,Customer_83,Hyderabad,36-45,Female,261,1,167677.65,167677.65,2,2,3,7,Potential Loyalist
CUST1017,Customer_387,Pune,36-45,Female,261,1,264230.68,264230.68,2,1,4,7,Potential Loyalist
CUST8899,Customer_482,Delhi,26-35,Male,262,1,153670.14,153670.14,2,2,3,7,Potential Loyalist
CUST2126,Customer_385,Patna,26-35,Male,263,1,21819.5,21819.5,2,4,1,7,At Risk
CUST2834,Customer_98,Kolkata,36-45,Male,265,1,270821.34,270821.34,2,1,4,7,Potential Loyalist
CUST2482,Customer_183,Mumbai,56-65,Male,267,1,354730.14,354730.14,2,1,4,7,Potential Loyalist
CUST8000,Customer_275,Kolkata,46-55,Male,270,1,150898.88,150898.88,2,2,3,7,Potential Loyalist
CUST6773,Customer_200,Hyderabad,18-25,Male,270,1,132823.76,132823.76,2,2,3,7,Potential Loyalist
CUST9248,Customer_451,Mumbai,46-55,Male,271,1,106419.88,106419.88,2,3,2,7,At Risk
CUST2463,Customer_390,Bengaluru,18-25,Male,273,1,248328.55,248328.55,1,2,4,7,Potential Loyalist
CUST9649,Customer_322,Gaya,56-65,Male,274,1,334585.35,334585.35,1,2,4,7,Potential Loyalist
CUST9627,Customer_444,Gaya,46-55,Male,278,1,139501.8,139501.8,1,3,3,7,At Risk
CUST6933,Customer_224,Patna,18-25,Female,279,1,125483.1,125483.1,1,3,3,7,At Risk
CUST5244,Customer_44,Pune,36-45,Male,281,1,207547.7,207547.7,1,3,3,7,At Risk
CUST3059,Customer_104,Patna,36-45,Male,281,1,234450.42,234450.42,1,2,4,7,Potential Loyalist
CUST3987,Customer_126,Pune,46-55,Female,283,1,330496.47,330496.47,1,2,4,7,Potential Loyalist
CUST1528,Customer_170,Patna,46-55,Male,287,1,48389.92,48389.92,1,4,2,7,At Risk
CUST9577,Customer_302,Mumbai,46-55,Male,287,1,145301.46,145301.46,1,3,3,7,At Risk
CUST6707,Customer_420,Pune,26-35,Male,288,1,328896.4,328896.4,1,2,4,7,Potential Loyalist
CUST5211,Customer_215,Patna,46-55,Female,290,1,191167.55,191167.55,1,3,3,7,At Risk
CUST1603,Customer_434,Mumbai,36-45,Female,292,1,136560.28,136560.28,1,3,3,7,At Risk
CUST2921,Customer_420,Patna,26-35,Male,296,1,139876.08,139876.08,1,3,3,7,At Risk
CUST4934,Customer_25,Bengaluru,36-45,Male,296,1,318588.55,318588.55,1,2,4,7,Potential Loyalist
CUST8098,Customer_337,Patna,26-35,Female,299,1,107775.6,107775.6,1,4,2,7,At Risk
CUST2138,Customer_303,Gaya,36-45,Female,299,1,137878.74,137878.74,1,3,3,7,At Risk
CUST7911,Customer_7,Delhi,56-65,Male,301,1,142731.2,142731.2,1,3,3,7,At Risk
CUST8319,Customer_362,Delhi,36-45,Male,309,1,99371.28,99371.28,1,4,2,7,At Risk
CUST4532,Customer_68,Pune,46-55,Male,309,1,210571.1,210571.1,1,3,3,7,At Risk
CUST5871,Customer_335,Delhi,36-45,Female,311,1,136832.9,136832.9,1,3,3,7,At Risk
CUST2953,Customer_435,Kolkata,36-45,Female,312,1,220868.4,220868.4,1,2,4,7,Potential Loyalist
CUST2039,Customer_32,Mumbai,26-35,Male,312,1,231048.23,231048.23,1,2,4,7,Potential Loyalist
CUST2599,Customer_390,Mumbai,26-35,Male,312,1,134115.7,134115.7,1,3,3,7,At Risk
CUST9562,Customer_162,Mumbai,36-45,Male,313,1,129925.28,129925.28,1,3,3,7,At Risk
CUST1841,Customer_129,Kolkata,36-45,Male,313,1,82193.5,82193.5,1,4,2,7,At Risk
CUST5869,Customer_415,Delhi,18-25,Male,316,1,285227.53,285227.53,1,2,4,7,Potential Loyalist
CUST3566,Customer_430,Patna,36-45,Female,320,1,178545.48,178545.48,1,3,3,7,At Risk
CUST1452,Customer_68,Hyderabad,56-65,Female,323,1,266207.48,266207.48,1,2,4,7,Potential Loyalist
CUST1357,Customer_361,Delhi,46-55,Male,323,1,195601.44,195601.44,1,3,3,7,At Risk
CUST2661,Customer_370,Delhi,36-45,Male,324,1,252904.44,252904.44,1,2,4,7,Potential Loyalist
CUST6096,Customer_53,Patna,46-55,Female,328,1,197341.68,197341.68,1,3,3,7,At Risk
CUST4110,Customer_73,Kolkata,56-65,Female,329,1,360621.09,360621.09,1,2,4,7,Potential Loyalist
CUST7219,Customer_391,Pune,26-35,Male,333,1,229527.7,229527.7,1,2,4,7,Potential Loyalist
CUST7361,Customer_159,Hyderabad,18-25,Male,334,1,142398.54,142398.54,1,3,3,7,At Risk
CUST9219,Customer_132,Gaya,26-35,Female,334,1,131685.75,131685.75,1,3,3,7,At Risk
CUST5933,Customer_92,Mumbai,26-35,Male,338,1,65068.15,65068.15,1,4,2,7,At Risk
CUST5454,Customer_368,Hyderabad,18-25,Female,344,1,308555,308555,1,2,4,7,Potential Loyalist
CUST5431,Customer_396,Mumbai,56-65,Female,347,1,215478.9,215478.9,1,2,4,7,Potential Loyalist
CUST5433,Customer_355,Delhi,46-55,Male,350,1,100010.88,100010.88,1,4,2,7,At Risk
CUST9132,Customer_210,Pune,18-25,Female,352,1,310471.04,310471.04,1,2,4,7,Potential Loyalist
CUST3210,Customer_15,Mumbai,36-45,Female,353,1,122561.37,122561.37,1,3,3,7,At Risk
CUST8826,Customer_206,Gaya,18-25,Female,354,1,154420,154420,1,3,3,7,At Risk
CUST8058,Customer_273,Pune,56-65,Female,356,1,146255.58,146255.58,1,3,3,7,At Risk
CUST8453,Customer_68,Patna,46-55,Female,358,1,101689.05,101689.05,1,4,2,7,At Risk
CUST4109,Customer_31,Delhi,46-55,Female,361,1,221067.8,221067.8,1,2,4,7,Potential Loyalist
CUST8346,Customer_384,Hyderabad,26-35,Male,361,1,439609.5,439609.5,1,2,4,7,Potential Loyalist
CUST9464,Customer_357,Gaya,36-45,Male,8,1,45338.4,45338.4,4,3,1,8,Loyal Customers
CUST8578,Customer_154,Kolkata,46-55,Male,9,1,6910.12,6910.12,4,3,1,8,Loyal Customers
CUST3767,Customer_470,Hyderabad,46-55,Female,10,1,1981.7,1981.7,4,3,1,8,Loyal Customers
CUST2286,Customer_298,Patna,36-45,Female,11,1,36304.28,36304.28,4,3,1,8,Loyal Customers
CUST8595,Customer_63,Mumbai,36-45,Female,14,1,18229,18229,4,3,1,8,Loyal Customers
CUST2428,Customer_127,Mumbai,46-55,Female,17,1,48123.87,48123.87,4,2,2,8,New / Recent
CUST3089,Customer_339,Kolkata,26-35,Female,17,1,139534.08,139534.08,4,1,3,8,New / Recent
CUST6638,Customer_350,Bengaluru,36-45,Male,19,1,167313.48,167313.48,4,1,3,8,New / Recent
CUST8269,Customer_104,Bengaluru,26-35,Female,20,1,93549.04,93549.04,4,2,2,8,New / Recent
CUST2859,Customer_395,Kolkata,18-25,Female,22,1,161565.2,161565.2,4,1,3,8,New / Recent
CUST9009,Customer_424,Mumbai,36-45,Male,23,1,76855.26,76855.26,4,2,2,8,New / Recent
CUST4703,Customer_394,Patna,56-65,Male,30,1,158544.6,158544.6,4,1,3,8,New / Recent
CUST8110,Customer_268,Delhi,46-55,Male,32,1,103074.8,103074.8,4,2,2,8,New / Recent
CUST4602,Customer_150,Pune,26-35,Female,33,1,6430.22,6430.22,4,3,1,8,Loyal Customers
CUST3809,Customer_394,Gaya,36-45,Female,40,1,51282.42,51282.42,4,2,2,8,New / Recent
CUST9770,Customer_494,Mumbai,36-45,Female,42,1,116929.38,116929.38,4,1,3,8,New / Recent
CUST3327,Customer_94,Pune,18-25,Female,43,1,90435.84,90435.84,4,2,2,8,New / Recent
CUST5319,Customer_129,Mumbai,26-35,Female,45,1,138242.6,138242.6,4,1,3,8,New / Recent
CUST2690,Customer_11,Delhi,26-35,Male,47,1,66608.34,66608.34,4,2,2,8,New / Recent
CUST9518,Customer_192,Pune,18-25,Male,50,1,123894.12,123894.12,4,1,3,8,New / Recent
CUST3438,Customer_98,Patna,56-65,Male,51,1,148435.74,148435.74,4,1,3,8,New / Recent
CUST7631,Customer_115,Gaya,56-65,Female,52,1,107745.36,107745.36,4,2,2,8,New / Recent
CUST2836,Customer_434,Patna,46-55,Female,56,1,144754.88,144754.88,4,1,3,8,New / Recent
CUST8704,Customer_440,Kolkata,18-25,Female,58,1,107664.42,107664.42,4,2,2,8,New / Recent
CUST4730,Customer_484,Patna,18-25,Female,61,1,203288.64,203288.64,4,1,3,8,New / Recent
CUST5415,Customer_460,Delhi,26-35,Female,63,1,12121.61,12121.61,4,3,1,8,Loyal Customers
CUST7476,Customer_45,Hyderabad,18-25,Female,65,1,118002.51,118002.51,4,1,3,8,New / Recent
CUST2705,Customer_117,Kolkata,46-55,Male,69,1,124270.25,124270.25,4,1,3,8,New / Recent
CUST2687,Customer_190,Hyderabad,56-65,Female,71,1,49496.16,49496.16,4,2,2,8,New / Recent
CUST9565,Customer_350,Mumbai,18-25,Female,72,1,174333.28,174333.28,4,1,3,8,New / Recent
